Lab Sample Number,Batch,Report Number,Sample Reference,Cluster,Sampling Group,Sample Site,Sample Number,Depth (m),Date Sampled,Time Taken,Stone Content (%),Moisture Content (%),Total mass of sample received (kg),Naphthalene,Acenaphthylene,Acenaphthene,Fluorene,Phenanthrene,Anthracene,Fluoranthene,Pyrene,Benzo(a)anthracene,Chrysene,Benzo(b)fluoranthene,Benzo(k)fluoranthene,Benzo(a)pyrene,"Indeno(1,2,3-cd)pyrene","Dibenz(a,h)anthracene",Benzo(ghi)perylene,Speciated Total EPA-16 PAHs,Benzene,Toluene,Ethylbenzene,p & m-xylene,o-xylene,MTBE (Methyl Tertiary Butyl Ether),Aliphatic >EC5 - EC6,Aliphatic >EC6 - EC8,Aliphatic >EC8 - EC10,Aliphatic >EC10 - EC12,Aliphatic >EC12 - EC16,Aliphatic >EC16 - EC21,Aliphatic >EC21 - EC35,Aliphatic > EC35 - EC44,Aliphatic (EC5 - EC35),Aliphatic (EC5 - EC44),Aromatic >EC5 - EC7,Aromatic >EC7 - EC8,Aromatic >EC8 - EC10,Aromatic >EC10 - EC12,Aromatic >EC12 - EC16,Aromatic >EC16 - EC21,Aromatic >EC21 - EC35,Aromatic > EC35 - EC44,Aromatic (EC5 - EC35),Aromatic (EC5 - EC44)
1068585,7,18-14329,1-N10-1-S-C,28,1,1-N10,None Supplied,0.25,8/10/18,1309,0.1,78,0.32,2.3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2.31,1,1,1,1,1,1,0.001,0.001,0.001,99,4200,11000,20000,3200,35000,39000,0.001,0.001,0.001,16,2200,12000,28000,10000,42000,52000
1068586,7,18-14329,1-N10-1-D0.5m-D,28,1,1-N10,None Supplied,0.5,8/10/18,1428,0.1,67,0.16,0.58,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,3.9,57,160,400,110,620,730,0.001,0.001,0.001,2.2,27,160,450,8.4,640,640
1068587,7,18-14329,1-N10-1-D1.0m-D,28,1,1-N10,None Supplied,1,8/10/18,1430,0.1,26,0.16,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,1,2,8,8,8.4,10,10,0.001,0.001,0.001,1,2,10,10,8.4,10,10
1068588,7,18-14329,1-N10-1-D2.0m-D,28,1,1-N10,None Supplied,2,8/10/18,1431,0.1,53,0.16,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,1,2,8,25,8.4,27,27,0.001,0.001,0.001,1,2,10,10,8.4,10,10
1068589,7,18-14329,1-N10-1-D2.9m-D,28,1,1-N10,None Supplied,2.9,8/10/18,1432,0.1,47,0.16,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,1,2,8,18,8.4,18,18,0.001,0.001,0.001,1,2,10,10,8.4,10,10
1068591,7,18-14329,5-L26-1-G-C,29,5,5-L26,None Supplied,0,9/10/18,1208,0.1,67,0.32,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,3.1,91,440,1300,200,1800,2000,0.001,0.001,0.001,1,16,210,890,240,1100,1400
1068592,7,18-14329,5-L26-1-S-C,29,5,5-L26,None Supplied,0.25,9/10/18,1210,0.1,71,0.35,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,1.6,26,130,450,76,600,680,0.001,0.001,0.001,1,4,72,320,100,400,500
1068593,7,18-14329,5-L26-1-D0.5m-D,29,5,5-L26,None Supplied,0.5,9/10/18,1430,0.1,59,0.16,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,1,29,97,270,59,390,450,0.001,0.001,0.001,1,2,48,160,50,210,260
1068594,7,18-14329,5-L26-1-D1.0m-D,29,5,5-L26,None Supplied,1,9/10/18,1432,0.1,54,0.16,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,1,2,8,8,8.4,10,10,0.001,0.001,0.001,1,2,10,10,8.4,10,10
1068595,7,18-14329,5-L26-1-D2.0m-D,29,5,5-L26,None Supplied,2,9/10/18,1434,0.1,54,0.16,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,1,2,8,17,8.4,17,17,0.001,0.001,0.001,1,2,10,10,8.4,10,10
1068596,7,18-14329,5-L26-1-D3.0m-D,29,5,5-L26,None Supplied,3,9/10/18,1435,0.1,53,0.16,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,1,4.2,8,21,8.4,30,30,0.001,0.001,0.001,1,2,10,10,8.4,10,10
1068597,7,18-14329,5-L26-1-D3.08m-D,29,5,5-L26,None Supplied,3.08,9/10/18,1437,0.1,52,0.16,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,1,2,8,41,8.4,46,46,0.001,0.001,0.001,1,2,10,11,8.4,11,11
1078359,8,18-16270,1-H10-1-G-C,30,1,1-H10,None Supplied,0,10/10/18,None Supplied,0.1,70,0.34,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,46,740,2500,8000,1400,11000,13000,0.001,0.001,0.001,4.3,220,2000,12000,450,14000,14000
1078360,8,18-16270,1-H10-1-S-C,30,1,1-H10,None Supplied,0.25,10/10/18,None Supplied,0.1,71,0.28,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,4.1,47,160,370,110,590,700,0.001,0.001,0.001,1,11,110,310,230,430,660
1078361,8,18-16270,1-H10-1-D0.5M-D,30,1,1-H10,None Supplied,0.5,10/10/18,None Supplied,0.1,55,0.17,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,12,50,39,77,27,180,210,0.001,0.001,0.001,1,8.6,25,63,89,97,190
1078362,8,18-16270,1-H10-1-D1.0M-D,30,1,1-H10,None Supplied,1,10/10/18,None Supplied,0.1,56,0.16,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,6.5,27,38,72,8.4,140,140,0.001,0.001,0.001,1,5.2,22,41,8.4,68,68
1078363,8,18-16270,1-H10-1-D2.0M-D,30,1,1-H10,None Supplied,2,10/10/18,None Supplied,0.1,56,0.18,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,6.9,27,75,160,8.4,270,270,0.001,0.001,0.001,1,5.8,49,110,8.4,170,170
1078364,8,18-16270,1-H10-1-D2.5M-D,30,1,1-H10,None Supplied,2.5,10/10/18,None Supplied,0.1,12,0.17,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,1,2,8,8,8.4,10,10,0.001,0.001,0.001,1,2,10,10,8.4,10,10
1078365,8,18-16270,3-M18-1-G-C,31,3,3-M18,None Supplied,0,11/10/18,None Supplied,0.1,64,0.32,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,53,1100,4200,12000,1900,18000,20000,0.001,0.001,0.001,1,210,2900,12000,3500,16000,19000
1078366,8,18-16270,3-M18-1-S-C,31,3,3-M18,None Supplied,0.25,11/10/18,None Supplied,0.1,66,0.32,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,24,280,730,1500,320,2500,2800,0.001,0.001,0.001,2.8,120,680,1500,560,2300,2800
1078367,8,18-16270,5-M26-1-G-C,32,5,5-M26,None Supplied,0,11/10/18,None Supplied,0.1,49,0.37,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,34,730,2600,6300,980,9800,11000,0.001,0.001,0.001,10,160,1500,5100,1600,6800,8300
1078368,8,18-16270,5-M26-1-S-C,32,5,5-M26,None Supplied,0.25,11/10/18,None Supplied,0.1,64,0.49,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,42,800,1400,2500,510,4800,5300,0.001,0.001,0.001,5.5,330,1000,2300,530,3600,4200
1078369,8,18-16270,6-K30-1-G-C,33,6,6-K30,None Supplied,0,11/10/18,None Supplied,0.1,60,0.33,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,150,2600,9600,17000,2900,30000,33000,0.001,0.001,0.064,39,1200,8900,27000,6900,37000,44000
1078370,8,18-16270,6-K30-1-S-C,33,6,6-K30,None Supplied,0.25,11/10/18,None Supplied,0.1,60,0.32,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,32,1200,3400,6100,990,11000,12000,0.001,0.001,0.001,27,670,3600,9000,2400,13000,16000
1081113,9,18-16702,6-K30-1-D-2.0m-D,33,6,6-K30,None Supplied,2,23/10/2018,1620,0.1,51,0.16,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,1.2,20,53,100,16,180,190,0.001,0.001,0.001,1,13,60,120,10,200,210
1081114,9,18-16702,6-K30-1-D-0.5m-D,33,6,6-K30,None Supplied,0.5,23/10/2018,1627,0.1,48,0.15,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,5.9,18,27,56,8.4,110,110,0.001,0.001,0.001,1,3.4,17,42,8.4,62,62
1081115,9,18-16702,6-K30-1-D-1.0m-D,33,6,6-K30,None Supplied,1,23/10/2018,1635,0.1,51,0.17,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,1,2,8,16,8.4,16,16,0.001,0.001,0.001,1,2,10,10,8.4,10,10
1078371,8,18-16270,4-I23-I-G-C,34,4,4-I23,None Supplied,0,11/10/18,None Supplied,0.1,55,0.35,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,40,480,1500,4600,650,6600,7300,0.001,0.001,0.001,1.8,110,860,4400,1000,5400,6400
1078372,8,18-16270,4-I23-I-S-C,34,4,4-I23,None Supplied,0.25,11/10/18,None Supplied,0.1,59,0.34,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,22,460,1200,2700,540,4400,5000,0.001,0.001,0.001,8.3,190,1200,3400,960,4800,5800
1081116,9,18-16270,4-I23-1-D-1.0m-D,34,4,4-I23,None Supplied,1,23/10/2018,1642,0.1,45,0.16,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,1,2,8,8,8.4,10,10,0.001,0.001,0.001,1,2,10,10,8.4,10,10
1081117,9,18-16270,4-I23-1-D-2.25m-D,34,4,4-I23,None Supplied,2.25,23/10/2018,1649,0.1,21,0.14,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,1,2,8,8,8.4,10,10,0.001,0.001,0.001,1,2,10,10,8.4,10,10
1081118,9,18-16270,4-I23-1-D-0.5m-D,34,4,4-I23,None Supplied,0.5,23/10/2018,1655,0.1,57,0.19,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,1,2,8,8,8.4,10,10,0.001,0.001,0.001,1,2,10,10,8.4,10,10
1081119,9,18-16270,4-I23-1-D-2.0m-D,34,4,4-I23,None Supplied,2,23/10/2018,1702,0.1,29,0.16,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,1,2,8,8,8.4,10,10,0.001,0.001,0.001,1,2,10,10,8.4,10,10
1078373,8,18-16270,4-G23-I-G-C,35,4,4-G23,None Supplied,0,11/10/18,None Supplied,0.1,63,0.35,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,27,1200,4300,9800,2100,15000,17000,0.001,0.001,0.001,12,490,3400,9700,3500,14000,17000
1078374,8,18-16270,4-G23-I-S-C,35,4,4-G23,None Supplied,0.25,11/10/18,None Supplied,0.1,66,0.16,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,5.4,760,2800,6100,1200,9700,11000,0.001,0.001,0.001,4.3,380,2700,6700,2000,9800,12000
1078375,8,18-16270,2-L15-I-G-C,36,2,2-L15,None Supplied,0,16/10/2018,None Supplied,0.1,46,0.31,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,1.5,110,1200,3700,770,5000,5800,0.001,0.001,0.001,1.2,120,1700,4800,1400,6600,8000
1078376,8,18-16270,2-L15-1-S-C,36,2,2-L15,None Supplied,0.25,16/10/2018,None Supplied,0.1,48,0.37,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,1.9,21,75,150,170,250,420,0.001,0.001,0.001,1,19,160,280,440,470,900
1078377,8,18-16270,2-L15-1-D0.5M-D,36,2,2-L15,None Supplied,0.5,16/10/2018,None Supplied,0.1,20,0.17,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,1,2,8,8,8.4,10,10,0.001,0.001,0.001,1,2,10,10,8.4,10,10
1078378,8,18-16270,2-L15-1-D1.0M-D,36,2,2-L15,None Supplied,1,16/10/2018,None Supplied,0.1,16,0.18,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,1,2,8,8,8.4,10,10,0.001,0.001,0.001,1,2,10,10,8.4,10,10
1078379,8,18-16270,2-L15-1-D2.0M-D,36,2,2-L15,None Supplied,2,16/10/2018,None Supplied,0.1,20,0.17,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,1,2,8,8,8.4,10,10,0.001,0.001,0.001,1,2,10,10,8.4,10,10
1078380,8,18-16270,2-L15-1-D3.0M-D,36,2,2-L15,None Supplied,3,16/10/2018,None Supplied,0.1,23,0.16,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,1,2,8,8,8.4,10,10,0.001,0.001,0.001,1,2,10,10,8.4,10,10
1078381,8,18-16270,2-L15-1-D3.63M-D,36,2,2-L15,None Supplied,3.63,16/10/2018,None Supplied,0.1,15,0.17,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,1,2,8,8,8.4,10,10,0.001,0.001,0.001,1,2,10,10,8.4,10,10
1078382,8,18-16270,2-K15-1-G-C,37,2,2-K15,None Supplied,0,17/10/2018,None Supplied,0.1,68,0.34,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,22,650,5200,16000,3000,22000,25000,0.001,0.001,0.001,11,360,4500,16000,5300,20000,26000
1078383,8,18-16270,2-K15-1-S-C,37,2,2-K15,None Supplied,0.25,17/10/2018,None Supplied,0.1,66,0.33,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,4.9,170,1100,2900,580,4200,4700,0.001,0.001,0.001,5.8,110,1300,2400,740,3800,4600
1078384,8,18-16270,2-K15-1-D0.5M-D,37,2,2-K15,None Supplied,0.5,17/10/2018,None Supplied,0.1,62,0.18,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,2.9,21,27,36,130,86,210,0.001,0.001,0.001,1,10,10,67,300,78,380
1078385,8,18-16270,2-K15-1-D1.0M-D,37,2,2-K15,None Supplied,1,17/10/2018,None Supplied,0.1,57,0.16,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,2.8,12,14,18,8.4,46,46,0.001,0.001,0.001,1,7.8,10,21,8.4,30,30
1078386,8,18-16270,2-K15-1-D2.0M-D,37,2,2-K15,None Supplied,2,17/10/2018,None Supplied,0.1,55,0.17,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,1,2,8,8.1,8.4,15,15,0.001,0.001,0.001,1,2,10,10,8.4,13,13
1078387,8,18-16270,2-K15-1-D2.62M-D,37,2,2-K15,None Supplied,2.62,17/10/2018,None Supplied,0.1,47,0.16,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,1,2,8,8,8.4,10,10,0.001,0.001,0.001,1,2,10,10,8.4,10,10
1068566,7,18-14329,6-S30-1-G-C,38,6,6-S30,None Supplied,0,5/10/18,1120,0.1,61,0.35,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,2.9,140,760,2500,320,3400,3800,0.001,0.001,0.001,1,49,530,1800,480,2400,2900
1068567,7,18-14329,6-S30-1-S-C,38,6,6-S30,None Supplied,0.25,5/10/18,1124,0.1,54,0.35,0.05,0.05,0.23,0.05,0.71,0.19,0.65,0.46,0.21,0.22,0.05,0.05,0.05,0.05,0.05,0.05,2.67,1,1,1,1,1,1,0.001,0.001,0.001,1,3.4,8,9.3,8.4,17,17,0.001,0.001,0.001,1,3.9,10,18,8.4,31,31
1068568,7,18-14329,6-S30-1-D0.5m-D,38,6,6-S30,None Supplied,0.5,5/10/18,1300,0.1,53,0.16,0.05,0.05,1.1,0.73,4.2,1.2,4.2,3.3,1.3,1.2,1.3,0.6,1.1,0.52,0.05,0.54,21.3,1,1,1,1,1,1,0.001,0.001,0.001,1.5,6.3,8.5,23,8.4,39,39,0.001,0.001,0.001,1,6.4,23,36,8.4,66,66
1068569,7,18-14329,6-S30-1-D1.0m-D,38,6,6-S30,None Supplied,1,5/10/18,1303,0.1,69,0.16,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,1,2,8,8,8.4,10,10,0.001,0.001,0.001,1,2,10,10,8.4,10,10
1068570,7,18-14329,6-S30-1-D2.0m-D,38,6,6-S30,None Supplied,2,5/10/18,1305,0.1,15,0.16,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,1,2,8,8,8.4,10,10,0.001,0.001,0.001,1,2,10,10,8.4,10,10
1068571,7,18-14329,6-S30-s-D2.73m-D,38,6,6-S30,None Supplied,2.73,5/10/18,1309,0.1,13,0.16,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,1,1,1,1,1,1,0.001,0.001,0.001,1,2,8,8,8.4,10,10,0.001,0.001,0.001,1,2,10,10,8.4,10,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,4300,29000,63000,14000,,
,,,,,,,,,,,,,,15,0.5,4.3,3,5.1,2.8,5.9,3.3,1.4,2.6,1.6,0.98,1.1,0.52,0.05,0.54,,,,,,,,0.001,0.001,0.52,,,,,,,,,,,,,,,,,